ground,sintetic,segmentation,bingmap
CVUSA_subset\streetview\0023778.jpg,BLURRED_name_train\0023778_generated.png,TRAIN_SEGMENTED\0023778_generated_segmented.png,CVUSA_subset\bingmap\input0023778.png
CVUSA_subset\streetview\0023790.jpg,BLURRED_name_train\0023790_generated.png,TRAIN_SEGMENTED\0023790_generated_segmented.png,CVUSA_subset\bingmap\input0023790.png
CVUSA_subset\streetview\0023797.jpg,BLURRED_name_train\0023797_generated.png,TRAIN_SEGMENTED\0023797_generated_segmented.png,CVUSA_subset\bingmap\input0023797.png
CVUSA_subset\streetview\0023799.jpg,BLURRED_name_train\0023799_generated.png,TRAIN_SEGMENTED\0023799_generated_segmented.png,CVUSA_subset\bingmap\input0023799.png
CVUSA_subset\streetview\0023800.jpg,BLURRED_name_train\0023800_generated.png,TRAIN_SEGMENTED\0023800_generated_segmented.png,CVUSA_subset\bingmap\input0023800.png
CVUSA_subset\streetview\0023806.jpg,BLURRED_name_train\0023806_generated.png,TRAIN_SEGMENTED\0023806_generated_segmented.png,CVUSA_subset\bingmap\input0023806.png
CVUSA_subset\streetview\0023816.jpg,BLURRED_name_train\0023816_generated.png,TRAIN_SEGMENTED\0023816_generated_segmented.png,CVUSA_subset\bingmap\input0023816.png
CVUSA_subset\streetview\0023821.jpg,BLURRED_name_train\0023821_generated.png,TRAIN_SEGMENTED\0023821_generated_segmented.png,CVUSA_subset\bingmap\input0023821.png
CVUSA_subset\streetview\0023823.jpg,BLURRED_name_train\0023823_generated.png,TRAIN_SEGMENTED\0023823_generated_segmented.png,CVUSA_subset\bingmap\input0023823.png
CVUSA_subset\streetview\0023824.jpg,BLURRED_name_train\0023824_generated.png,TRAIN_SEGMENTED\0023824_generated_segmented.png,CVUSA_subset\bingmap\input0023824.png
CVUSA_subset\streetview\0023840.jpg,BLURRED_name_train\0023840_generated.png,TRAIN_SEGMENTED\0023840_generated_segmented.png,CVUSA_subset\bingmap\input0023840.png
CVUSA_subset\streetview\0023841.jpg,BLURRED_name_train\0023841_generated.png,TRAIN_SEGMENTED\0023841_generated_segmented.png,CVUSA_subset\bingmap\input0023841.png
CVUSA_subset\streetview\0023842.jpg,BLURRED_name_train\0023842_generated.png,TRAIN_SEGMENTED\0023842_generated_segmented.png,CVUSA_subset\bingmap\input0023842.png
CVUSA_subset\streetview\0023845.jpg,BLURRED_name_train\0023845_generated.png,TRAIN_SEGMENTED\0023845_generated_segmented.png,CVUSA_subset\bingmap\input0023845.png
CVUSA_subset\streetview\0023852.jpg,BLURRED_name_train\0023852_generated.png,TRAIN_SEGMENTED\0023852_generated_segmented.png,CVUSA_subset\bingmap\input0023852.png
CVUSA_subset\streetview\0023853.jpg,BLURRED_name_train\0023853_generated.png,TRAIN_SEGMENTED\0023853_generated_segmented.png,CVUSA_subset\bingmap\input0023853.png
CVUSA_subset\streetview\0023857.jpg,BLURRED_name_train\0023857_generated.png,TRAIN_SEGMENTED\0023857_generated_segmented.png,CVUSA_subset\bingmap\input0023857.png
CVUSA_subset\streetview\0023859.jpg,BLURRED_name_train\0023859_generated.png,TRAIN_SEGMENTED\0023859_generated_segmented.png,CVUSA_subset\bingmap\input0023859.png
CVUSA_subset\streetview\0023867.jpg,BLURRED_name_train\0023867_generated.png,TRAIN_SEGMENTED\0023867_generated_segmented.png,CVUSA_subset\bingmap\input0023867.png
CVUSA_subset\streetview\0023893.jpg,BLURRED_name_train\0023893_generated.png,TRAIN_SEGMENTED\0023893_generated_segmented.png,CVUSA_subset\bingmap\input0023893.png
CVUSA_subset\streetview\0023896.jpg,BLURRED_name_train\0023896_generated.png,TRAIN_SEGMENTED\0023896_generated_segmented.png,CVUSA_subset\bingmap\input0023896.png
CVUSA_subset\streetview\0023919.jpg,BLURRED_name_train\0023919_generated.png,TRAIN_SEGMENTED\0023919_generated_segmented.png,CVUSA_subset\bingmap\input0023919.png
CVUSA_subset\streetview\0023921.jpg,BLURRED_name_train\0023921_generated.png,TRAIN_SEGMENTED\0023921_generated_segmented.png,CVUSA_subset\bingmap\input0023921.png
CVUSA_subset\streetview\0023922.jpg,BLURRED_name_train\0023922_generated.png,TRAIN_SEGMENTED\0023922_generated_segmented.png,CVUSA_subset\bingmap\input0023922.png
CVUSA_subset\streetview\0023923.jpg,BLURRED_name_train\0023923_generated.png,TRAIN_SEGMENTED\0023923_generated_segmented.png,CVUSA_subset\bingmap\input0023923.png
CVUSA_subset\streetview\0023925.jpg,BLURRED_name_train\0023925_generated.png,TRAIN_SEGMENTED\0023925_generated_segmented.png,CVUSA_subset\bingmap\input0023925.png
CVUSA_subset\streetview\0023940.jpg,BLURRED_name_train\0023940_generated.png,TRAIN_SEGMENTED\0023940_generated_segmented.png,CVUSA_subset\bingmap\input0023940.png
CVUSA_subset\streetview\0023954.jpg,BLURRED_name_train\0023954_generated.png,TRAIN_SEGMENTED\0023954_generated_segmented.png,CVUSA_subset\bingmap\input0023954.png
CVUSA_subset\streetview\0023956.jpg,BLURRED_name_train\0023956_generated.png,TRAIN_SEGMENTED\0023956_generated_segmented.png,CVUSA_subset\bingmap\input0023956.png
CVUSA_subset\streetview\0023960.jpg,BLURRED_name_train\0023960_generated.png,TRAIN_SEGMENTED\0023960_generated_segmented.png,CVUSA_subset\bingmap\input0023960.png
CVUSA_subset\streetview\0023961.jpg,BLURRED_name_train\0023961_generated.png,TRAIN_SEGMENTED\0023961_generated_segmented.png,CVUSA_subset\bingmap\input0023961.png
CVUSA_subset\streetview\0023968.jpg,BLURRED_name_train\0023968_generated.png,TRAIN_SEGMENTED\0023968_generated_segmented.png,CVUSA_subset\bingmap\input0023968.png
CVUSA_subset\streetview\0023969.jpg,BLURRED_name_train\0023969_generated.png,TRAIN_SEGMENTED\0023969_generated_segmented.png,CVUSA_subset\bingmap\input0023969.png
CVUSA_subset\streetview\0023984.jpg,BLURRED_name_train\0023984_generated.png,TRAIN_SEGMENTED\0023984_generated_segmented.png,CVUSA_subset\bingmap\input0023984.png
CVUSA_subset\streetview\0023990.jpg,BLURRED_name_train\0023990_generated.png,TRAIN_SEGMENTED\0023990_generated_segmented.png,CVUSA_subset\bingmap\input0023990.png
CVUSA_subset\streetview\0024011.jpg,BLURRED_name_train\0024011_generated.png,TRAIN_SEGMENTED\0024011_generated_segmented.png,CVUSA_subset\bingmap\input0024011.png
CVUSA_subset\streetview\0024019.jpg,BLURRED_name_train\0024019_generated.png,TRAIN_SEGMENTED\0024019_generated_segmented.png,CVUSA_subset\bingmap\input0024019.png
CVUSA_subset\streetview\0024029.jpg,BLURRED_name_train\0024029_generated.png,TRAIN_SEGMENTED\0024029_generated_segmented.png,CVUSA_subset\bingmap\input0024029.png
CVUSA_subset\streetview\0024045.jpg,BLURRED_name_train\0024045_generated.png,TRAIN_SEGMENTED\0024045_generated_segmented.png,CVUSA_subset\bingmap\input0024045.png
CVUSA_subset\streetview\0024051.jpg,BLURRED_name_train\0024051_generated.png,TRAIN_SEGMENTED\0024051_generated_segmented.png,CVUSA_subset\bingmap\input0024051.png
CVUSA_subset\streetview\0024053.jpg,BLURRED_name_train\0024053_generated.png,TRAIN_SEGMENTED\0024053_generated_segmented.png,CVUSA_subset\bingmap\input0024053.png
CVUSA_subset\streetview\0024058.jpg,BLURRED_name_train\0024058_generated.png,TRAIN_SEGMENTED\0024058_generated_segmented.png,CVUSA_subset\bingmap\input0024058.png
CVUSA_subset\streetview\0024066.jpg,BLURRED_name_train\0024066_generated.png,TRAIN_SEGMENTED\0024066_generated_segmented.png,CVUSA_subset\bingmap\input0024066.png
CVUSA_subset\streetview\0024076.jpg,BLURRED_name_train\0024076_generated.png,TRAIN_SEGMENTED\0024076_generated_segmented.png,CVUSA_subset\bingmap\input0024076.png
CVUSA_subset\streetview\0024078.jpg,BLURRED_name_train\0024078_generated.png,TRAIN_SEGMENTED\0024078_generated_segmented.png,CVUSA_subset\bingmap\input0024078.png
CVUSA_subset\streetview\0024084.jpg,BLURRED_name_train\0024084_generated.png,TRAIN_SEGMENTED\0024084_generated_segmented.png,CVUSA_subset\bingmap\input0024084.png
CVUSA_subset\streetview\0024090.jpg,BLURRED_name_train\0024090_generated.png,TRAIN_SEGMENTED\0024090_generated_segmented.png,CVUSA_subset\bingmap\input0024090.png
CVUSA_subset\streetview\0024091.jpg,BLURRED_name_train\0024091_generated.png,TRAIN_SEGMENTED\0024091_generated_segmented.png,CVUSA_subset\bingmap\input0024091.png
CVUSA_subset\streetview\0024099.jpg,BLURRED_name_train\0024099_generated.png,TRAIN_SEGMENTED\0024099_generated_segmented.png,CVUSA_subset\bingmap\input0024099.png
CVUSA_subset\streetview\0024105.jpg,BLURRED_name_train\0024105_generated.png,TRAIN_SEGMENTED\0024105_generated_segmented.png,CVUSA_subset\bingmap\input0024105.png
CVUSA_subset\streetview\0024133.jpg,BLURRED_name_train\0024133_generated.png,TRAIN_SEGMENTED\0024133_generated_segmented.png,CVUSA_subset\bingmap\input0024133.png
CVUSA_subset\streetview\0024144.jpg,BLURRED_name_train\0024144_generated.png,TRAIN_SEGMENTED\0024144_generated_segmented.png,CVUSA_subset\bingmap\input0024144.png
CVUSA_subset\streetview\0024154.jpg,BLURRED_name_train\0024154_generated.png,TRAIN_SEGMENTED\0024154_generated_segmented.png,CVUSA_subset\bingmap\input0024154.png
CVUSA_subset\streetview\0024155.jpg,BLURRED_name_train\0024155_generated.png,TRAIN_SEGMENTED\0024155_generated_segmented.png,CVUSA_subset\bingmap\input0024155.png
CVUSA_subset\streetview\0024160.jpg,BLURRED_name_train\0024160_generated.png,TRAIN_SEGMENTED\0024160_generated_segmented.png,CVUSA_subset\bingmap\input0024160.png
CVUSA_subset\streetview\0024163.jpg,BLURRED_name_train\0024163_generated.png,TRAIN_SEGMENTED\0024163_generated_segmented.png,CVUSA_subset\bingmap\input0024163.png
CVUSA_subset\streetview\0024165.jpg,BLURRED_name_train\0024165_generated.png,TRAIN_SEGMENTED\0024165_generated_segmented.png,CVUSA_subset\bingmap\input0024165.png
CVUSA_subset\streetview\0024170.jpg,BLURRED_name_train\0024170_generated.png,TRAIN_SEGMENTED\0024170_generated_segmented.png,CVUSA_subset\bingmap\input0024170.png
CVUSA_subset\streetview\0024179.jpg,BLURRED_name_train\0024179_generated.png,TRAIN_SEGMENTED\0024179_generated_segmented.png,CVUSA_subset\bingmap\input0024179.png
CVUSA_subset\streetview\0024188.jpg,BLURRED_name_train\0024188_generated.png,TRAIN_SEGMENTED\0024188_generated_segmented.png,CVUSA_subset\bingmap\input0024188.png
CVUSA_subset\streetview\0024199.jpg,BLURRED_name_train\0024199_generated.png,TRAIN_SEGMENTED\0024199_generated_segmented.png,CVUSA_subset\bingmap\input0024199.png
CVUSA_subset\streetview\0024203.jpg,BLURRED_name_train\0024203_generated.png,TRAIN_SEGMENTED\0024203_generated_segmented.png,CVUSA_subset\bingmap\input0024203.png
CVUSA_subset\streetview\0024211.jpg,BLURRED_name_train\0024211_generated.png,TRAIN_SEGMENTED\0024211_generated_segmented.png,CVUSA_subset\bingmap\input0024211.png
CVUSA_subset\streetview\0024218.jpg,BLURRED_name_train\0024218_generated.png,TRAIN_SEGMENTED\0024218_generated_segmented.png,CVUSA_subset\bingmap\input0024218.png
CVUSA_subset\streetview\0024224.jpg,BLURRED_name_train\0024224_generated.png,TRAIN_SEGMENTED\0024224_generated_segmented.png,CVUSA_subset\bingmap\input0024224.png
CVUSA_subset\streetview\0024229.jpg,BLURRED_name_train\0024229_generated.png,TRAIN_SEGMENTED\0024229_generated_segmented.png,CVUSA_subset\bingmap\input0024229.png
CVUSA_subset\streetview\0024231.jpg,BLURRED_name_train\0024231_generated.png,TRAIN_SEGMENTED\0024231_generated_segmented.png,CVUSA_subset\bingmap\input0024231.png
CVUSA_subset\streetview\0024237.jpg,BLURRED_name_train\0024237_generated.png,TRAIN_SEGMENTED\0024237_generated_segmented.png,CVUSA_subset\bingmap\input0024237.png
CVUSA_subset\streetview\0024240.jpg,BLURRED_name_train\0024240_generated.png,TRAIN_SEGMENTED\0024240_generated_segmented.png,CVUSA_subset\bingmap\input0024240.png
CVUSA_subset\streetview\0024243.jpg,BLURRED_name_train\0024243_generated.png,TRAIN_SEGMENTED\0024243_generated_segmented.png,CVUSA_subset\bingmap\input0024243.png
CVUSA_subset\streetview\0024264.jpg,BLURRED_name_train\0024264_generated.png,TRAIN_SEGMENTED\0024264_generated_segmented.png,CVUSA_subset\bingmap\input0024264.png
CVUSA_subset\streetview\0024267.jpg,BLURRED_name_train\0024267_generated.png,TRAIN_SEGMENTED\0024267_generated_segmented.png,CVUSA_subset\bingmap\input0024267.png
CVUSA_subset\streetview\0024269.jpg,BLURRED_name_train\0024269_generated.png,TRAIN_SEGMENTED\0024269_generated_segmented.png,CVUSA_subset\bingmap\input0024269.png
CVUSA_subset\streetview\0024270.jpg,BLURRED_name_train\0024270_generated.png,TRAIN_SEGMENTED\0024270_generated_segmented.png,CVUSA_subset\bingmap\input0024270.png
CVUSA_subset\streetview\0024280.jpg,BLURRED_name_train\0024280_generated.png,TRAIN_SEGMENTED\0024280_generated_segmented.png,CVUSA_subset\bingmap\input0024280.png
CVUSA_subset\streetview\0024282.jpg,BLURRED_name_train\0024282_generated.png,TRAIN_SEGMENTED\0024282_generated_segmented.png,CVUSA_subset\bingmap\input0024282.png
CVUSA_subset\streetview\0024287.jpg,BLURRED_name_train\0024287_generated.png,TRAIN_SEGMENTED\0024287_generated_segmented.png,CVUSA_subset\bingmap\input0024287.png
CVUSA_subset\streetview\0024291.jpg,BLURRED_name_train\0024291_generated.png,TRAIN_SEGMENTED\0024291_generated_segmented.png,CVUSA_subset\bingmap\input0024291.png
CVUSA_subset\streetview\0024293.jpg,BLURRED_name_train\0024293_generated.png,TRAIN_SEGMENTED\0024293_generated_segmented.png,CVUSA_subset\bingmap\input0024293.png
CVUSA_subset\streetview\0024297.jpg,BLURRED_name_train\0024297_generated.png,TRAIN_SEGMENTED\0024297_generated_segmented.png,CVUSA_subset\bingmap\input0024297.png
CVUSA_subset\streetview\0024306.jpg,BLURRED_name_train\0024306_generated.png,TRAIN_SEGMENTED\0024306_generated_segmented.png,CVUSA_subset\bingmap\input0024306.png
CVUSA_subset\streetview\0024308.jpg,BLURRED_name_train\0024308_generated.png,TRAIN_SEGMENTED\0024308_generated_segmented.png,CVUSA_subset\bingmap\input0024308.png
CVUSA_subset\streetview\0024313.jpg,BLURRED_name_train\0024313_generated.png,TRAIN_SEGMENTED\0024313_generated_segmented.png,CVUSA_subset\bingmap\input0024313.png
CVUSA_subset\streetview\0024336.jpg,BLURRED_name_train\0024336_generated.png,TRAIN_SEGMENTED\0024336_generated_segmented.png,CVUSA_subset\bingmap\input0024336.png
CVUSA_subset\streetview\0024337.jpg,BLURRED_name_train\0024337_generated.png,TRAIN_SEGMENTED\0024337_generated_segmented.png,CVUSA_subset\bingmap\input0024337.png
CVUSA_subset\streetview\0024341.jpg,BLURRED_name_train\0024341_generated.png,TRAIN_SEGMENTED\0024341_generated_segmented.png,CVUSA_subset\bingmap\input0024341.png
CVUSA_subset\streetview\0024344.jpg,BLURRED_name_train\0024344_generated.png,TRAIN_SEGMENTED\0024344_generated_segmented.png,CVUSA_subset\bingmap\input0024344.png
CVUSA_subset\streetview\0024349.jpg,BLURRED_name_train\0024349_generated.png,TRAIN_SEGMENTED\0024349_generated_segmented.png,CVUSA_subset\bingmap\input0024349.png
CVUSA_subset\streetview\0024364.jpg,BLURRED_name_train\0024364_generated.png,TRAIN_SEGMENTED\0024364_generated_segmented.png,CVUSA_subset\bingmap\input0024364.png
CVUSA_subset\streetview\0024379.jpg,BLURRED_name_train\0024379_generated.png,TRAIN_SEGMENTED\0024379_generated_segmented.png,CVUSA_subset\bingmap\input0024379.png
CVUSA_subset\streetview\0024380.jpg,BLURRED_name_train\0024380_generated.png,TRAIN_SEGMENTED\0024380_generated_segmented.png,CVUSA_subset\bingmap\input0024380.png
CVUSA_subset\streetview\0024384.jpg,BLURRED_name_train\0024384_generated.png,TRAIN_SEGMENTED\0024384_generated_segmented.png,CVUSA_subset\bingmap\input0024384.png
CVUSA_subset\streetview\0024385.jpg,BLURRED_name_train\0024385_generated.png,TRAIN_SEGMENTED\0024385_generated_segmented.png,CVUSA_subset\bingmap\input0024385.png
CVUSA_subset\streetview\0024413.jpg,BLURRED_name_train\0024413_generated.png,TRAIN_SEGMENTED\0024413_generated_segmented.png,CVUSA_subset\bingmap\input0024413.png
CVUSA_subset\streetview\0024424.jpg,BLURRED_name_train\0024424_generated.png,TRAIN_SEGMENTED\0024424_generated_segmented.png,CVUSA_subset\bingmap\input0024424.png
CVUSA_subset\streetview\0024429.jpg,BLURRED_name_train\0024429_generated.png,TRAIN_SEGMENTED\0024429_generated_segmented.png,CVUSA_subset\bingmap\input0024429.png
CVUSA_subset\streetview\0024432.jpg,BLURRED_name_train\0024432_generated.png,TRAIN_SEGMENTED\0024432_generated_segmented.png,CVUSA_subset\bingmap\input0024432.png
CVUSA_subset\streetview\0024433.jpg,BLURRED_name_train\0024433_generated.png,TRAIN_SEGMENTED\0024433_generated_segmented.png,CVUSA_subset\bingmap\input0024433.png
CVUSA_subset\streetview\0024459.jpg,BLURRED_name_train\0024459_generated.png,TRAIN_SEGMENTED\0024459_generated_segmented.png,CVUSA_subset\bingmap\input0024459.png
CVUSA_subset\streetview\0024461.jpg,BLURRED_name_train\0024461_generated.png,TRAIN_SEGMENTED\0024461_generated_segmented.png,CVUSA_subset\bingmap\input0024461.png
CVUSA_subset\streetview\0024481.jpg,BLURRED_name_train\0024481_generated.png,TRAIN_SEGMENTED\0024481_generated_segmented.png,CVUSA_subset\bingmap\input0024481.png
CVUSA_subset\streetview\0024482.jpg,BLURRED_name_train\0024482_generated.png,TRAIN_SEGMENTED\0024482_generated_segmented.png,CVUSA_subset\bingmap\input0024482.png
CVUSA_subset\streetview\0024486.jpg,BLURRED_name_train\0024486_generated.png,TRAIN_SEGMENTED\0024486_generated_segmented.png,CVUSA_subset\bingmap\input0024486.png
CVUSA_subset\streetview\0024500.jpg,BLURRED_name_train\0024500_generated.png,TRAIN_SEGMENTED\0024500_generated_segmented.png,CVUSA_subset\bingmap\input0024500.png
CVUSA_subset\streetview\0024504.jpg,BLURRED_name_train\0024504_generated.png,TRAIN_SEGMENTED\0024504_generated_segmented.png,CVUSA_subset\bingmap\input0024504.png
CVUSA_subset\streetview\0024505.jpg,BLURRED_name_train\0024505_generated.png,TRAIN_SEGMENTED\0024505_generated_segmented.png,CVUSA_subset\bingmap\input0024505.png
CVUSA_subset\streetview\0024508.jpg,BLURRED_name_train\0024508_generated.png,TRAIN_SEGMENTED\0024508_generated_segmented.png,CVUSA_subset\bingmap\input0024508.png
CVUSA_subset\streetview\0024511.jpg,BLURRED_name_train\0024511_generated.png,TRAIN_SEGMENTED\0024511_generated_segmented.png,CVUSA_subset\bingmap\input0024511.png
CVUSA_subset\streetview\0024558.jpg,BLURRED_name_train\0024558_generated.png,TRAIN_SEGMENTED\0024558_generated_segmented.png,CVUSA_subset\bingmap\input0024558.png
CVUSA_subset\streetview\0024575.jpg,BLURRED_name_train\0024575_generated.png,TRAIN_SEGMENTED\0024575_generated_segmented.png,CVUSA_subset\bingmap\input0024575.png
CVUSA_subset\streetview\0024579.jpg,BLURRED_name_train\0024579_generated.png,TRAIN_SEGMENTED\0024579_generated_segmented.png,CVUSA_subset\bingmap\input0024579.png
CVUSA_subset\streetview\0024580.jpg,BLURRED_name_train\0024580_generated.png,TRAIN_SEGMENTED\0024580_generated_segmented.png,CVUSA_subset\bingmap\input0024580.png
CVUSA_subset\streetview\0024592.jpg,BLURRED_name_train\0024592_generated.png,TRAIN_SEGMENTED\0024592_generated_segmented.png,CVUSA_subset\bingmap\input0024592.png
CVUSA_subset\streetview\0024632.jpg,BLURRED_name_train\0024632_generated.png,TRAIN_SEGMENTED\0024632_generated_segmented.png,CVUSA_subset\bingmap\input0024632.png
CVUSA_subset\streetview\0024638.jpg,BLURRED_name_train\0024638_generated.png,TRAIN_SEGMENTED\0024638_generated_segmented.png,CVUSA_subset\bingmap\input0024638.png
CVUSA_subset\streetview\0024639.jpg,BLURRED_name_train\0024639_generated.png,TRAIN_SEGMENTED\0024639_generated_segmented.png,CVUSA_subset\bingmap\input0024639.png
CVUSA_subset\streetview\0024654.jpg,BLURRED_name_train\0024654_generated.png,TRAIN_SEGMENTED\0024654_generated_segmented.png,CVUSA_subset\bingmap\input0024654.png
